,Unnamed: 0,id,license
23701,23701,7V7yhPBmpiI,Creative Commons Attribution license (reuse allowed)
23708,23708,7V8NR4GSxik,Creative Commons Attribution license (reuse allowed)
23807,23807,7VJSjHe-EXk,Creative Commons Attribution license (reuse allowed)
23983,23983,7Vda82oeY_8,Creative Commons Attribution license (reuse allowed)
24213,24213,7W66YLmrNvk,Creative Commons Attribution license (reuse allowed)
24397,24397,7WTHxBSi8Fs,Creative Commons Attribution license (reuse allowed)
24431,24431,7WWMhbf1Ssc,Creative Commons Attribution license (reuse allowed)
24505,24505,7WdBmn6Iu4k,Creative Commons Attribution license (reuse allowed)
24567,24567,7WkpyuaH3JE,Creative Commons Attribution license (reuse allowed)
24664,24664,7Wvf0O7VwyQ,Creative Commons Attribution license (reuse allowed)
24808,24808,7XAGB3ZXnzI,Creative Commons Attribution license (reuse allowed)
25040,25040,7XcCvNhasOw,Creative Commons Attribution license (reuse allowed)
25307,25307,7Y4zUPfFO6E,Creative Commons Attribution license (reuse allowed)
25508,25508,7YPJqJCYR1U,Creative Commons Attribution license (reuse allowed)
25712,25712,7YkMNtI7NvI,Creative Commons Attribution license (reuse allowed)
25837,25837,7Yvt45FJ3R4,Creative Commons Attribution license (reuse allowed)
26395,26395,7ZwbVGyoKtU,Creative Commons Attribution license (reuse allowed)
26430,26430,7_-sG3ljToQ,Creative Commons Attribution license (reuse allowed)
26525,26525,7_A7rePLsf0,Creative Commons Attribution license (reuse allowed)
26625,26625,7_KoVvPhi3k,Creative Commons Attribution license (reuse allowed)
26736,26736,7_X_XIFmnew,Creative Commons Attribution license (reuse allowed)
27026,27026,7a4EsPq8YW4,Creative Commons Attribution license (reuse allowed)
27044,27044,7a6eWVV_eXk,Creative Commons Attribution license (reuse allowed)
27306,27306,7a_hlrdZrgQ,Creative Commons Attribution license (reuse allowed)
27450,27450,7aq_G81yHt4,Creative Commons Attribution license (reuse allowed)
27647,27647,7b8cgWZEQm8,Creative Commons Attribution license (reuse allowed)
28105,28105,7bva9DnURAY,Creative Commons Attribution license (reuse allowed)
28294,28294,7cGixW3Uf0w,Creative Commons Attribution license (reuse allowed)
28353,28353,7cOZWw0OYSQ,Creative Commons Attribution license (reuse allowed)
28394,28394,7cSoiOEMAZM,Creative Commons Attribution license (reuse allowed)
28404,28404,7cTsyMowsHk,Creative Commons Attribution license (reuse allowed)
28415,28415,7cVpY_tohKY,Creative Commons Attribution license (reuse allowed)
28539,28539,7ckHNcpiAqo,Creative Commons Attribution license (reuse allowed)
28739,28739,7d7UFngeX-s,Creative Commons Attribution license (reuse allowed)
28761,28761,7d9gV0001eo,Creative Commons Attribution license (reuse allowed)
28858,28858,7dMiICXX3qY,Creative Commons Attribution license (reuse allowed)
28886,28886,7dQJPilhlNU,Creative Commons Attribution license (reuse allowed)
28899,28899,7dSK2E67_EI,Creative Commons Attribution license (reuse allowed)
28989,28989,7dbl3tp1dg0,Creative Commons Attribution license (reuse allowed)
29048,29048,7dhVWd2Hw9s,Creative Commons Attribution license (reuse allowed)
29092,29092,7dme12g4E5w,Creative Commons Attribution license (reuse allowed)
29149,29149,7duLE4NjvT4,Creative Commons Attribution license (reuse allowed)
29422,29422,7eNB4fW7qnQ,Creative Commons Attribution license (reuse allowed)
29696,29696,7esYu9pJ8xo,Creative Commons Attribution license (reuse allowed)
29879,29879,7fAvJYF0kJg,Creative Commons Attribution license (reuse allowed)
30091,30091,7fZJO51dQ_g,Creative Commons Attribution license (reuse allowed)
30124,30124,7fbJUi58TfM,Creative Commons Attribution license (reuse allowed)
30179,30179,7fhAtZUpjUM,Creative Commons Attribution license (reuse allowed)
30311,30311,7fwmE6t26SA,Creative Commons Attribution license (reuse allowed)
30353,30353,7g0uKqwTmrA,Creative Commons Attribution license (reuse allowed)
30541,30541,7gN4DFHHsxE,Creative Commons Attribution license (reuse allowed)
30594,30594,7gSwmwQFMC8,Creative Commons Attribution license (reuse allowed)
30733,30733,7gglWqVEQcg,Creative Commons Attribution license (reuse allowed)
30906,30906,7h14MktWBxs,Creative Commons Attribution license (reuse allowed)
31168,31168,7hT7mJliCBU,Creative Commons Attribution license (reuse allowed)
31241,31241,7hbNqnKjduE,Creative Commons Attribution license (reuse allowed)
31557,31557,7i7CmkFOb-A,Creative Commons Attribution license (reuse allowed)
31893,31893,7ijC4ZgmtXA,Creative Commons Attribution license (reuse allowed)
32170,32170,7jDnOIF7dco,Creative Commons Attribution license (reuse allowed)
32202,32202,7jHYqcbfmPY,Creative Commons Attribution license (reuse allowed)
32325,32325,7jTour7v3uE,Creative Commons Attribution license (reuse allowed)
32435,32435,7jfVOzaG_yA,Creative Commons Attribution license (reuse allowed)
32814,32814,7kMQJgIoeLc,Creative Commons Attribution license (reuse allowed)
32832,32832,7kO4h7q85Ng,Creative Commons Attribution license (reuse allowed)
32966,32966,7kdk6WMh1mE,Creative Commons Attribution license (reuse allowed)
32968,32968,7kdzWZKjfwE,Creative Commons Attribution license (reuse allowed)
32986,32986,7kfwbFfVi5s,Creative Commons Attribution license (reuse allowed)
33049,33049,7kmxVBO86CI,Creative Commons Attribution license (reuse allowed)
33083,33083,7kqgKNT9p-g,Creative Commons Attribution license (reuse allowed)
33171,33171,7kzqvIPkkcY,Creative Commons Attribution license (reuse allowed)
33218,33218,7l4iDtzaz3A,Creative Commons Attribution license (reuse allowed)
33239,33239,7l7ahtEKfRs,Creative Commons Attribution license (reuse allowed)
33464,33464,7lYULX5lReY,Creative Commons Attribution license (reuse allowed)
33647,33647,7lqKjlqXvD8,Creative Commons Attribution license (reuse allowed)
34301,34301,7n0_Rc4q7YI,Creative Commons Attribution license (reuse allowed)
34328,34328,7n3t7CPtBfo,Creative Commons Attribution license (reuse allowed)
34469,34469,7nLDLUF11CQ,Creative Commons Attribution license (reuse allowed)
34540,34540,7nUrN-4hhHk,Creative Commons Attribution license (reuse allowed)
34595,34595,7n_fOcdtzDM,Creative Commons Attribution license (reuse allowed)
34608,34608,7nbga07GxDg,Creative Commons Attribution license (reuse allowed)
34757,34757,7nv00DiKWsg,Creative Commons Attribution license (reuse allowed)
34834,34834,7o3DOB3p00U,Creative Commons Attribution license (reuse allowed)
34882,34882,7o8iVJI1SuM,Creative Commons Attribution license (reuse allowed)
34899,34899,7oAS-eV1LcU,Creative Commons Attribution license (reuse allowed)
36055,36055,7qEs-gmEunk,Creative Commons Attribution license (reuse allowed)
36104,36104,7qJCT1War3U,Creative Commons Attribution license (reuse allowed)
36591,36591,7rHXQpSmqO8,Creative Commons Attribution license (reuse allowed)
36706,36706,7rUSfionc40,Creative Commons Attribution license (reuse allowed)
36737,36737,7rXcMX6E_Sk,Creative Commons Attribution license (reuse allowed)
36840,36840,7ri4WupWVGI,Creative Commons Attribution license (reuse allowed)
37081,37081,7s8B1rBeZN8,Creative Commons Attribution license (reuse allowed)
37620,37620,7t6biDHOPg0,Creative Commons Attribution license (reuse allowed)
37787,37787,7tRGK2PMZOc,Creative Commons Attribution license (reuse allowed)
38044,38044,7tuh6d_lcgw,Creative Commons Attribution license (reuse allowed)
38113,38113,7u0GGjaKPhQ,Creative Commons Attribution license (reuse allowed)
38221,38221,7uH628dpa5k,Creative Commons Attribution license (reuse allowed)
38858,38858,7vUJjKDqR1E,Creative Commons Attribution license (reuse allowed)
38931,38931,7vbmPvvwy8c,Creative Commons Attribution license (reuse allowed)
39060,39060,7vpVriqX1PI,Creative Commons Attribution license (reuse allowed)
39253,39253,7wDhtADqDIM,Creative Commons Attribution license (reuse allowed)
39487,39487,7wdgV9cP7vs,Creative Commons Attribution license (reuse allowed)
39581,39581,7wpPq-29akU,Creative Commons Attribution license (reuse allowed)
39678,39678,7x0DMz7qkwk,Creative Commons Attribution license (reuse allowed)
39752,39752,7xAxFJKZ1PI,Creative Commons Attribution license (reuse allowed)
39807,39807,7xHKBO0eMj0,Creative Commons Attribution license (reuse allowed)
39873,39873,7xP22chPz5c,Creative Commons Attribution license (reuse allowed)
39880,39880,7xQ80dI1NnM,Creative Commons Attribution license (reuse allowed)
40064,40064,7xl4D_j8NxU,Creative Commons Attribution license (reuse allowed)
40107,40107,7xrJOGxwAvQ,Creative Commons Attribution license (reuse allowed)
40285,40285,7yAcWhqf0_k,Creative Commons Attribution license (reuse allowed)
40332,40332,7yG0OdKDaAQ,Creative Commons Attribution license (reuse allowed)
40591,40591,7ygzcjnXFaM,Creative Commons Attribution license (reuse allowed)
40644,40644,7ynKlg5gbdc,Creative Commons Attribution license (reuse allowed)
40670,40670,7ypRxx50Z9Q,Creative Commons Attribution license (reuse allowed)
40831,40831,7z6pxHWbWZs,Creative Commons Attribution license (reuse allowed)
41059,41059,7zZXE0qUstE,Creative Commons Attribution license (reuse allowed)
41068,41068,7za101Fd6fo,Creative Commons Attribution license (reuse allowed)
41340,41340,8-51InX4MK0,Creative Commons Attribution license (reuse allowed)
41438,41438,8-Ft5xgmFsg,Creative Commons Attribution license (reuse allowed)
41622,41622,8-crKjcJXuw,Creative Commons Attribution license (reuse allowed)
41674,41674,8-hnxUHm_jk,Creative Commons Attribution license (reuse allowed)
41770,41770,8-tsgalx0DI,Creative Commons Attribution license (reuse allowed)
42099,42099,80XFLQeBRcU,Creative Commons Attribution license (reuse allowed)
42242,42242,80pQ92QpnJo,Creative Commons Attribution license (reuse allowed)
42256,42256,80qzmwDFGVc,Creative Commons Attribution license (reuse allowed)
42307,42307,80wTfPq2mZQ,Creative Commons Attribution license (reuse allowed)
42308,42308,80wWhWEFsJE,Creative Commons Attribution license (reuse allowed)
42442,42442,81CG57BdUlQ,Creative Commons Attribution license (reuse allowed)
42671,42671,81_CwDgPRGo,Creative Commons Attribution license (reuse allowed)
42684,42684,81bVsz8_8I8,Creative Commons Attribution license (reuse allowed)
42771,42771,81m0iD-u7R4,Creative Commons Attribution license (reuse allowed)
43019,43019,82CbYmrOEC0,Creative Commons Attribution license (reuse allowed)
43051,43051,82H3xrwsm7Q,Creative Commons Attribution license (reuse allowed)
43082,43082,82KRCSgwyL8,Creative Commons Attribution license (reuse allowed)
43105,43105,82NDbzFiZXI,Creative Commons Attribution license (reuse allowed)
43139,43139,82QW2cbkF9M,Creative Commons Attribution license (reuse allowed)
43178,43178,82Ui7wRNGpc,Creative Commons Attribution license (reuse allowed)
43277,43277,82fawgNisww,Creative Commons Attribution license (reuse allowed)
43328,43328,82l14urQ3sU,Creative Commons Attribution license (reuse allowed)
43473,43473,832V6MnsKqc,Creative Commons Attribution license (reuse allowed)
43480,43480,832z4G4ebBw,Creative Commons Attribution license (reuse allowed)
43856,43856,83jJNDYnJ20,Creative Commons Attribution license (reuse allowed)
44014,44014,841G8i_YnPM,Creative Commons Attribution license (reuse allowed)
44150,44150,84EUrPQc7xE,Creative Commons Attribution license (reuse allowed)
44394,44394,84hOoEq9zsw,Creative Commons Attribution license (reuse allowed)
44681,44681,85DJV2gwe_E,Creative Commons Attribution license (reuse allowed)
44725,44725,85J-cchQDT4,Creative Commons Attribution license (reuse allowed)
44782,44782,85PYTfL92-Q,Creative Commons Attribution license (reuse allowed)
44859,44859,85Y7lBYswd8,Creative Commons Attribution license (reuse allowed)
44939,44939,85gBmJmnxBU,Creative Commons Attribution license (reuse allowed)
44956,44956,85ioS98r28w,Creative Commons Attribution license (reuse allowed)
45161,45161,863QAzuZ7c0,Creative Commons Attribution license (reuse allowed)
45384,45384,86VYxet0LXs,Creative Commons Attribution license (reuse allowed)
45456,45456,86calTg2Oqo,Creative Commons Attribution license (reuse allowed)
45809,45809,87Hq5N1eIsE,Creative Commons Attribution license (reuse allowed)
45821,45821,87J7IV1k3uQ,Creative Commons Attribution license (reuse allowed)
45896,45896,87QKGWM1kzY,Creative Commons Attribution license (reuse allowed)
45902,45902,87R6afvv6tI,Creative Commons Attribution license (reuse allowed)
45945,45945,87W6mq_oi10,Creative Commons Attribution license (reuse allowed)
46023,46023,87d1abrKUlM,Creative Commons Attribution license (reuse allowed)
46069,46069,87j8R4qGj8k,Creative Commons Attribution license (reuse allowed)
46214,46214,88-kzbapRPw,Creative Commons Attribution license (reuse allowed)
46261,46261,887RPecoK8s,Creative Commons Attribution license (reuse allowed)
46294,46294,88AWuXFZkTU,Creative Commons Attribution license (reuse allowed)
46319,46319,88D6ZNFel3g,Creative Commons Attribution license (reuse allowed)
46632,46632,88mluZy1eGk,Creative Commons Attribution license (reuse allowed)
46707,46707,88vtN5_Yeoo,Creative Commons Attribution license (reuse allowed)
46712,46712,88wXmgUBxgQ,Creative Commons Attribution license (reuse allowed)
46949,46949,89O7_9cFQn0,Creative Commons Attribution license (reuse allowed)
47127,47127,89guXJb09TE,Creative Commons Attribution license (reuse allowed)
47255,47255,89xxHTP4NBU,Creative Commons Attribution license (reuse allowed)
47274,47274,89zlGdvv21A,Creative Commons Attribution license (reuse allowed)
47455,47455,8AJyxwr48VE,Creative Commons Attribution license (reuse allowed)
47611,47611,8AbLSpnf99U,Creative Commons Attribution license (reuse allowed)
47817,47817,8B-OlOY3Ukg,Creative Commons Attribution license (reuse allowed)
47883,47883,8B6mPkgBEuE,Creative Commons Attribution license (reuse allowed)
48103,48103,8BWzsogLB9Q,Creative Commons Attribution license (reuse allowed)
48173,48173,8BdOhEf7ccs,Creative Commons Attribution license (reuse allowed)
48323,48323,8BwQQSo9YX4,Creative Commons Attribution license (reuse allowed)
48398,48398,8C6e6D6iudE,Creative Commons Attribution license (reuse allowed)
48423,48423,8CA1hLaz-zg,Creative Commons Attribution license (reuse allowed)
48483,48483,8CGQrt_5n60,Creative Commons Attribution license (reuse allowed)
48495,48495,8CI-uovuPDU,Creative Commons Attribution license (reuse allowed)
48575,48575,8CQbrAmfdsY,Creative Commons Attribution license (reuse allowed)
48764,48764,8ClaptSQk8g,Creative Commons Attribution license (reuse allowed)
49042,49042,8DGFEBIJhxA,Creative Commons Attribution license (reuse allowed)
49223,49223,8DaKbyG-4lA,Creative Commons Attribution license (reuse allowed)
49498,49498,8E3oPu1j160,Creative Commons Attribution license (reuse allowed)
49625,49625,8EIM8I2WQEQ,Creative Commons Attribution license (reuse allowed)
49905,49905,8Ep6Ys_6PF0,Creative Commons Attribution license (reuse allowed)
49963,49963,8EwSqlHiIAo,Creative Commons Attribution license (reuse allowed)
50004,50004,8F0frBBNAGU,Creative Commons Attribution license (reuse allowed)
50065,50065,8F7sX99uUf8,Creative Commons Attribution license (reuse allowed)
50186,50186,8FLr_7CuVhk,Creative Commons Attribution license (reuse allowed)
50188,50188,8FM9mVukSvg,Creative Commons Attribution license (reuse allowed)
50453,50453,8FqX4mf7y24,Creative Commons Attribution license (reuse allowed)
50706,50706,8GIqUT3BYHw,Creative Commons Attribution license (reuse allowed)
50733,50733,8GMABrxAMhA,Creative Commons Attribution license (reuse allowed)
50996,50996,8GqE2jcZEzM,Creative Commons Attribution license (reuse allowed)
51019,51019,8GtBidBnXGs,Creative Commons Attribution license (reuse allowed)
51058,51058,8GxnJveKOVE,Creative Commons Attribution license (reuse allowed)
51139,51139,8H7cr3iqIGM,Creative Commons Attribution license (reuse allowed)
51329,51329,8HUPktNZ4R0,Creative Commons Attribution license (reuse allowed)
51609,51609,8I01Y5zpPYI,Creative Commons Attribution license (reuse allowed)
51641,51641,8I4AsSMpJ-4,Creative Commons Attribution license (reuse allowed)
51652,51652,8I64GL5uDZQ,Creative Commons Attribution license (reuse allowed)
51778,51778,8IJgzb5cPls,Creative Commons Attribution license (reuse allowed)
51799,51799,8ILYAdyfn48,Creative Commons Attribution license (reuse allowed)
51811,51811,8IMkGdeXcS4,Creative Commons Attribution license (reuse allowed)
51949,51949,8IcjWiFaNpo,Creative Commons Attribution license (reuse allowed)
52020,52020,8IkawYJ8yeA,Creative Commons Attribution license (reuse allowed)
52083,52083,8IqCQmuWu40,Creative Commons Attribution license (reuse allowed)
52459,52459,8JUPqI7m24w,Creative Commons Attribution license (reuse allowed)
52713,52713,8Jx1pvFiaoI,Creative Commons Attribution license (reuse allowed)
52772,52772,8K3Jn_taK2Q,Creative Commons Attribution license (reuse allowed)
52777,52777,8K42SfrPvIE,Creative Commons Attribution license (reuse allowed)
52832,52832,8KA0AsMNv50,Creative Commons Attribution license (reuse allowed)
52983,52983,8KSGdkPX8Dk,Creative Commons Attribution license (reuse allowed)
53131,53131,8KmVDxkia_w,Creative Commons Attribution license (reuse allowed)
53181,53181,8KsnvGqyi3g,Creative Commons Attribution license (reuse allowed)
53284,53284,8L41fdybX1I,Creative Commons Attribution license (reuse allowed)
53612,53612,8LiI5xmDRbw,Creative Commons Attribution license (reuse allowed)
53696,53696,8LsIpoP57Os,Creative Commons Attribution license (reuse allowed)
53777,53777,8M3mts7YZNY,Creative Commons Attribution license (reuse allowed)
53831,53831,8M8yviKv33s,Creative Commons Attribution license (reuse allowed)
53910,53910,8MIzFHJiIWQ,Creative Commons Attribution license (reuse allowed)
54144,54144,8MkfEjyOK28,Creative Commons Attribution license (reuse allowed)
54148,54148,8Mkur5yc6wE,Creative Commons Attribution license (reuse allowed)
54183,54183,8MpaFHiPCZo,Creative Commons Attribution license (reuse allowed)
54286,54286,8N0f6KMD6xw,Creative Commons Attribution license (reuse allowed)
54290,54290,8N0qjzzP44k,Creative Commons Attribution license (reuse allowed)
54768,54768,8NuofkG1T5M,Creative Commons Attribution license (reuse allowed)
54887,54887,8O6Sf59jBHs,Creative Commons Attribution license (reuse allowed)
55040,55040,8OPrpemtizY,Creative Commons Attribution license (reuse allowed)
55217,55217,8Oho9_NAs_I,Creative Commons Attribution license (reuse allowed)
55250,55250,8OlQ0GVwBtw,Creative Commons Attribution license (reuse allowed)
55326,55326,8Oux4p0kbi8,Creative Commons Attribution license (reuse allowed)
55342,55342,8OwtBWPBZCM,Creative Commons Attribution license (reuse allowed)
55409,55409,8P2otNQ-T7o,Creative Commons Attribution license (reuse allowed)
55466,55466,8P95_UmmmpY,Creative Commons Attribution license (reuse allowed)
55469,55469,8P9b72wW8OQ,Creative Commons Attribution license (reuse allowed)
55580,55580,8PNq5gIpRjc,Creative Commons Attribution license (reuse allowed)
55629,55629,8PSz7vuror8,Creative Commons Attribution license (reuse allowed)
55697,55697,8PZYBpwGLFE,Creative Commons Attribution license (reuse allowed)
55836,55836,8PrJgQirxmU,Creative Commons Attribution license (reuse allowed)
55883,55883,8Pww-ivPCEo,Creative Commons Attribution license (reuse allowed)
56025,56025,8QBf-ubcNuk,Creative Commons Attribution license (reuse allowed)
56124,56124,8QOCOi3sm-E,Creative Commons Attribution license (reuse allowed)
56303,56303,8Qh0lcvcXmI,Creative Commons Attribution license (reuse allowed)
56498,56498,8R384HnEMSw,Creative Commons Attribution license (reuse allowed)
56569,56569,8RAr17xhnEY,Creative Commons Attribution license (reuse allowed)
57130,57130,8S93lVBs2nk,Creative Commons Attribution license (reuse allowed)
57213,57213,8SKZ1n0GEfw,Creative Commons Attribution license (reuse allowed)
57215,57215,8SKdI7v1lrY,Creative Commons Attribution license (reuse allowed)
57260,57260,8SPs49_9VvE,Creative Commons Attribution license (reuse allowed)
57330,57330,8SXnUFjh0Uk,Creative Commons Attribution license (reuse allowed)
57412,57412,8SfEEmdTbXY,Creative Commons Attribution license (reuse allowed)
57860,57860,8TR40KHncek,Creative Commons Attribution license (reuse allowed)
57878,57878,8TTTZeddhqU,Creative Commons Attribution license (reuse allowed)
57879,57879,8TTVEC14CV4,Creative Commons Attribution license (reuse allowed)
58314,58314,8UIeN6vMjDg,Creative Commons Attribution license (reuse allowed)
58567,58567,8Unisnu-cNo,Creative Commons Attribution license (reuse allowed)
58684,58684,8V09IKjdypI,Creative Commons Attribution license (reuse allowed)
58752,58752,8V6wq5zSO6k,Creative Commons Attribution license (reuse allowed)
58938,58938,8VTrz2BtAP8,Creative Commons Attribution license (reuse allowed)
59185,59185,8Vw0FfWzFN8,Creative Commons Attribution license (reuse allowed)
59520,59520,8WVwJDLgBm4,Creative Commons Attribution license (reuse allowed)
59593,59593,8Wf0me6RpNk,Creative Commons Attribution license (reuse allowed)
59669,59669,8Wnmu6p-maM,Creative Commons Attribution license (reuse allowed)
59807,59807,8X35Xe41Ie0,Creative Commons Attribution license (reuse allowed)
59843,59843,8X62tROsWM0,Creative Commons Attribution license (reuse allowed)
59845,59845,8X6D1aRzKBU,Creative Commons Attribution license (reuse allowed)
60112,60112,8XbiM8nt4X4,Creative Commons Attribution license (reuse allowed)
60656,60656,8Yc73tSP9MA,Creative Commons Attribution license (reuse allowed)
60868,60868,8Z0gpm83TVU,Creative Commons Attribution license (reuse allowed)
60902,60902,8Z4ok-riBnY,Creative Commons Attribution license (reuse allowed)
61237,61237,8Zh0nutVLdM,Creative Commons Attribution license (reuse allowed)
61897,61897,8_teCpoQ0uc,Creative Commons Attribution license (reuse allowed)
62215,62215,8aUiFQRCSNE,Creative Commons Attribution license (reuse allowed)
62680,62680,8bLAGttYYpY,Creative Commons Attribution license (reuse allowed)
63267,63267,8cTxeDDWVIs,Creative Commons Attribution license (reuse allowed)
63477,63477,8csr0CUUyAw,Creative Commons Attribution license (reuse allowed)
63709,63709,8dLOuOtb18U,Creative Commons Attribution license (reuse allowed)
63841,63841,8dbPYEvsyoQ,Creative Commons Attribution license (reuse allowed)
63931,63931,8dmOmprI0v4,Creative Commons Attribution license (reuse allowed)
64279,64279,8ePGnVhKZEE,Creative Commons Attribution license (reuse allowed)
64356,64356,8eZpe3HQaPk,Creative Commons Attribution license (reuse allowed)
64554,64554,8extTvPl9OM,Creative Commons Attribution license (reuse allowed)
64578,64578,8f-PNp4l3vA,Creative Commons Attribution license (reuse allowed)
64707,64707,8fEW8n5ZhB8,Creative Commons Attribution license (reuse allowed)
64744,64744,8fIq-Mteepc,Creative Commons Attribution license (reuse allowed)
65189,65189,8g7-AzX2g1s,Creative Commons Attribution license (reuse allowed)
65325,65325,8gNqTqQxJvQ,Creative Commons Attribution license (reuse allowed)
65395,65395,8gVpG9YWt-c,Creative Commons Attribution license (reuse allowed)
65425,65425,8gYCJupfWEk,Creative Commons Attribution license (reuse allowed)
65471,65471,8gbm6ENIbDw,Creative Commons Attribution license (reuse allowed)
65522,65522,8gfgab1yclo,Creative Commons Attribution license (reuse allowed)
65528,65528,8ggINvTEr8w,Creative Commons Attribution license (reuse allowed)
65549,65549,8giLaKe6JuE,Creative Commons Attribution license (reuse allowed)
65692,65692,8h-E36GNoVM,Creative Commons Attribution license (reuse allowed)
65910,65910,8hP_qKT5Lpw,Creative Commons Attribution license (reuse allowed)
65987,65987,8hYdN5ZUInY,Creative Commons Attribution license (reuse allowed)
66015,66015,8haBXbXjvCs,Creative Commons Attribution license (reuse allowed)
66430,66430,8iLN-F_cEpM,Creative Commons Attribution license (reuse allowed)
66867,66867,8jBZduWk8m8,Creative Commons Attribution license (reuse allowed)
66902,66902,8jG0LDH4SAk,Creative Commons Attribution license (reuse allowed)
66945,66945,8jL8CXQd6uE,Creative Commons Attribution license (reuse allowed)
67035,67035,8jWly1ygfOo,Creative Commons Attribution license (reuse allowed)
68096,68096,8lVOtTiwOM4,Creative Commons Attribution license (reuse allowed)
68117,68117,8lXcmjignfk,Creative Commons Attribution license (reuse allowed)
68153,68153,8lbKx5_fY2Y,Creative Commons Attribution license (reuse allowed)
68188,68188,8lgKvEoXkDw,Creative Commons Attribution license (reuse allowed)
68239,68239,8ln2R8Nx3Ag,Creative Commons Attribution license (reuse allowed)
68376,68376,8m1cxI-VPkI,Creative Commons Attribution license (reuse allowed)
68441,68441,8mAPQ3NFDps,Creative Commons Attribution license (reuse allowed)
68489,68489,8mGATk8ARic,Creative Commons Attribution license (reuse allowed)
68577,68577,8mS6KUvns5g,Creative Commons Attribution license (reuse allowed)
68961,68961,8nCc6IeEGhQ,Creative Commons Attribution license (reuse allowed)
68966,68966,8nDKH2GIFeM,Creative Commons Attribution license (reuse allowed)
69044,69044,8nM1hmLaeRE,Creative Commons Attribution license (reuse allowed)
69058,69058,8nNO_1L2mRs,Creative Commons Attribution license (reuse allowed)
69230,69230,8nhHVeSuE4k,Creative Commons Attribution license (reuse allowed)
69405,69405,8o-Nnw7HWjI,Creative Commons Attribution license (reuse allowed)
69976,69976,8p1BjLVPAXw,Creative Commons Attribution license (reuse allowed)
70543,70543,8q8ECru63vs,Creative Commons Attribution license (reuse allowed)
70692,70692,8qPMABuQF5M,Creative Commons Attribution license (reuse allowed)
70749,70749,8qVESUeq17Y,Creative Commons Attribution license (reuse allowed)
70980,70980,8quJFWmIGWo,Creative Commons Attribution license (reuse allowed)
71114,71114,8r9e7yWJ7Ws,Creative Commons Attribution license (reuse allowed)
71190,71190,8rHpmGPK1dk,Creative Commons Attribution license (reuse allowed)
71463,71463,8rm-Owbr0KE,Creative Commons Attribution license (reuse allowed)
71524,71524,8rtgyKQTvwk,Creative Commons Attribution license (reuse allowed)
71630,71630,8s5Utv6c388,Creative Commons Attribution license (reuse allowed)
71649,71649,8s8aFZ7MsZM,Creative Commons Attribution license (reuse allowed)
72273,72273,8tG_kGQ-GuI,Creative Commons Attribution license (reuse allowed)
72326,72326,8tLG2NhbbKU,Creative Commons Attribution license (reuse allowed)
72434,72434,8t_CMkJ_f40,Creative Commons Attribution license (reuse allowed)
72456,72456,8tcam0vDfhY,Creative Commons Attribution license (reuse allowed)
72487,72487,8tf9QdfJkEU,Creative Commons Attribution license (reuse allowed)
72504,72504,8tghiMlgRU4,Creative Commons Attribution license (reuse allowed)
72576,72576,8trYdkeCQS4,Creative Commons Attribution license (reuse allowed)
72591,72591,8ttH4tG66es,Creative Commons Attribution license (reuse allowed)
72693,72693,8u5KgIpC8is,Creative Commons Attribution license (reuse allowed)
72849,72849,8uPhT6hBkMM,Creative Commons Attribution license (reuse allowed)
72879,72879,8uSYGQcx1pI,Creative Commons Attribution license (reuse allowed)
73055,73055,8umpWlRlwqQ,Creative Commons Attribution license (reuse allowed)
73096,73096,8uqezJ8VlrQ,Creative Commons Attribution license (reuse allowed)
73173,73173,8uzJHC4KeDk,Creative Commons Attribution license (reuse allowed)
73227,73227,8v3E2V0Dv54,Creative Commons Attribution license (reuse allowed)
73269,73269,8v87n18WZuc,Creative Commons Attribution license (reuse allowed)
73325,73325,8vE7gwFPEC0,Creative Commons Attribution license (reuse allowed)
73708,73708,8vzLtn91uuo,Creative Commons Attribution license (reuse allowed)
74151,74151,8wkju5FUwEg,Creative Commons Attribution license (reuse allowed)
74286,74286,8wxWhsmMJSU,Creative Commons Attribution license (reuse allowed)
74378,74378,8x8YbkVx3kU,Creative Commons Attribution license (reuse allowed)
75150,75150,8ygDFalXmFA,Creative Commons Attribution license (reuse allowed)
75161,75161,8yh_nisGphc,Creative Commons Attribution license (reuse allowed)
75287,75287,8yvWwuQNyoA,Creative Commons Attribution license (reuse allowed)
75505,75505,8zMFAP2lzgM,Creative Commons Attribution license (reuse allowed)
75698,75698,8zeFzGRXTrk,Creative Commons Attribution license (reuse allowed)
75900,75900,9-4JOaJ4d8c,Creative Commons Attribution license (reuse allowed)
76239,76239,9-hRgyWNURk,Creative Commons Attribution license (reuse allowed)
76304,76304,9-rZ9Q-J_Yg,Creative Commons Attribution license (reuse allowed)
76459,76459,907g9GVGT7w,Creative Commons Attribution license (reuse allowed)
76620,76620,90SAVdRdUS4,Creative Commons Attribution license (reuse allowed)
76627,76627,90Sz_qDTbbo,Creative Commons Attribution license (reuse allowed)
77300,77300,91ikwH2ZgCw,Creative Commons Attribution license (reuse allowed)
77306,77306,91jFEfTQlNs,Creative Commons Attribution license (reuse allowed)
77593,77593,92EscN_uNFs,Creative Commons Attribution license (reuse allowed)
77640,77640,92JQlCUTrEQ,Creative Commons Attribution license (reuse allowed)
77719,77719,92SItXgyX48,Creative Commons Attribution license (reuse allowed)
77827,77827,92dT_1kbbek,Creative Commons Attribution license (reuse allowed)
